"sto","sto_l","witel","longitude","latitude","boundary","types","platform","node","reg","sap_descp","node_id","sap","vrf_srvtipe","ipadd_v4","sap_admst","port_descp","n2_node","sap_2","sap_descp_2","serviceid","serv_descp","precedence","me_akses","me_aksesport","me_aksessap","me_aksesvlan","port_descp_2","oltip","oltname","manufacture","port_int","jm_onu","sap_1","sap_descp_1","port_descp_1"
JTN,JATINEGARA,JAKTIM,106.8738500,-6.2208100,"POLYGON ((106.862590955646 -6.24292208668511, 106.863428381257 -6.2429286711455, 106.864910856821 -6.24311198364719, 106.866709428962 -6.24359753058809, 106.868307782384 -6.24412758938698, 106.869544283098 -6.24457490943097, 106.870827605984 -6.24525990023934, 106.872460811737 -6.24579854817894, 106.874099426189 -6.24616558938206, 106.875304432625 -6.24642219680894, 106.878078947221 -6.24707310749169, 106.879997508361 -6.24745637705578, 106.881808435911 -6.2475195599078, 106.8835030395 -6.24747425511847, 106.884963458968 -6.2471562758927, 106.885587363813 -6.24693157034589, 106.885667746279 -6.24641022810149, 106.885874082472 -6.24510846161129, 106.885903894244 -6.24492427534011, 106.886091491323 -6.24464045400885, 106.88625328431 -6.24421828085955, 106.886423780513 -6.24377414000084, 106.886736672229 -6.24364769985016, 106.88697913643 -6.2433457691597, 106.887089654475 -6.24309001763743, 106.887126307968 -6.24286145569377, 106.887227630837 -6.24205542002432, 106.887252907997 -6.24175750255932, 106.887273435229 -6.24150741297817, 106.887305231234 -6.24114630461319, 106.887935849521 -6.24114572800163, 106.88798967878 -6.24042272527385, 106.888016817282 -6.23994303911331, 106.888038935857 -6.23955008174193, 106.889908982622 -6.23953368621382, 106.891900286387 -6.23960832739969, 106.891951847432 -6.23945601426925, 106.892002680368 -6.23930508555207, 106.892022672022 -6.23911775828429, 106.892060930915 -6.23903472563611, 106.892101463886 -6.23894742735609, 106.892138149294 -6.23884457505396, 106.89228599823 -6.23838281842624, 106.892294289178 -6.23835617965177, 106.892213417397 -6.23802513150183, 106.89227386396 -6.23710969737897, 106.892308098089 -6.23660728351003, 106.892343184221 -6.2361556816021, 106.892363887284 -6.23589365233756, 106.892249345081 -6.23545024608969, 106.892108959012 -6.2349081592006, 106.89206126435 -6.23450451313638, 106.892042224085 -6.23444882655262, 106.891984131416 -6.23428122800946, 106.891769072531 -6.23366205495456, 106.891676839752 -6.23339655874848, 106.89131349006 -6.23240225141433, 106.890868589361 -6.23193854787602, 106.890772679763 -6.231838519069, 106.890718931095 -6.23178236840517, 106.890687323868 -6.23174354729113, 106.89031422228 -6.23128744377175, 106.890073077246 -6.23112816953249, 106.89007600509 -6.23069351519277, 106.889967317941 -6.23025211762237, 106.889984574255 -6.23015515954143, 106.890060149568 -6.22970830047603, 106.890070359403 -6.2296490286071, 106.890091887494 -6.22952209835761, 106.890128244935 -6.22934933626186, 106.890175188511 -6.2291274166155, 106.890287948581 -6.22908649311025, 106.890318250672 -6.22907574813546, 106.890345772832 -6.22906559507784, 106.890349245374 -6.22906459172246, 106.890424680036 -6.22902407700254, 106.890488099553 -6.22898987164109, 106.890524783917 -6.22897060164578, 106.890619786741 -6.22890409625095, 106.890876511403 -6.22872443697766, 106.891058045716 -6.2286807277947, 106.891188590974 -6.22861131262112, 106.89133762909 -6.22860332297964, 106.891378272009 -6.22860092241284, 106.891481197261 -6.22850274735951, 106.891567364032 -6.22842052298659, 106.891660869835 -6.22833115026695, 106.891500728602 -6.22816522697073, 106.891482811028 -6.22814691244896, 106.891468703981 -6.2281312137052, 106.891369440236 -6.22801732862133, 106.891321249226 -6.22796213854582, 106.891361484666 -6.227672252132, 106.891428562313 -6.22732427625224, 106.891862182853 -6.22685258748198, 106.891984740779 -6.22675489279438, 106.892169434292 -6.22656796936225, 106.892424742799 -6.22615406455569, 106.892658771051 -6.2258722686498, 106.89275149238 -6.22576096940496, 106.89275991954 -6.22575119812918, 106.89301977852 -6.22549960120136, 106.893077246864 -6.22544363724075, 106.893213700622 -6.22494812800492, 106.893337579657 -6.22462830277318, 106.893355658504 -6.22431456120447, 106.893391203164 -6.22396487061947, 106.893484261138 -6.22354172084164, 106.893528719316 -6.22334387731971, 106.893557438966 -6.22321164444977, 106.893630324208 -6.22274411665547, 106.893934495617 -6.22232781141321, 106.894102297182 -6.22211913763508, 106.894218578489 -6.2219733216701, 106.89470334772 -6.2217063781887, 106.894830682864 -6.22163440044094, 106.894961646444 -6.22158714891542, 106.895137615633 -6.22152344961977, 106.8956508733 -6.22133788270697, 106.895677728636 -6.22127055615583, 106.895728279395 -6.2211438761337, 106.895903436536 -6.2206292053671, 106.896040238023 -6.22021824959, 106.896089055533 -6.2198930625939, 106.896103115418 -6.2195757865066, 106.89605321884 -6.21941256556676, 106.895946654808 -6.21927690053231, 106.895884932837 -6.21902206981562, 106.895856392433 -6.21887169183064, 106.895787922558 -6.21879135066613, 106.895579787133 -6.2186584083589, 106.895359788522 -6.21857087888177, 106.895210266434 -6.21851958138467, 106.895143947708 -6.21849702239221, 106.895054462663 -6.2184210942759, 106.895007606163 -6.21826966186367, 106.89499001415 -6.21795724533595, 106.895018786098 -6.21773594195086, 106.895149807291 -6.21745185686759, 106.895211197193 -6.21706130246753, 106.89532763887 -6.21695795206302, 106.895426617377 -6.21690527536879, 106.895511708018 -6.21691747217722, 106.895707675476 -6.21700363474075, 106.895878411479 -6.21697527339138, 106.895921282646 -6.21650740708475, 106.895994611304 -6.21638647788228, 106.896059863558 -6.2162200346665, 106.896169573203 -6.21593977415159, 106.896109087303 -6.21574788931648, 106.896046540335 -6.21568928849578, 106.895923473616 -6.21542121822028, 106.895746566762 -6.21331342099541, 106.891270423382 -6.21333055638325, 106.890779133982 -6.21336900651629, 106.889795735386 -6.2135415893671, 106.888493169185 -6.21396377243005, 106.887408811585 -6.21430304027291, 106.886346968463 -6.21437997095635, 106.883853771243 -6.21452746735463, 106.88102815578 -6.21468412501857, 106.878994855889 -6.21480622954394, 106.876992204322 -6.21493803347489, 106.875471075185 -6.21508167386624, 106.873872926386 -6.21510654691375, 106.873766005894 -6.21030898118598, 106.873622905677 -6.20555346163841, 106.873136265892 -6.20301443491048, 106.87312320625 -6.20192742437375, 106.873470669641 -6.19984008801813, 106.874118597493 -6.19685382738275, 106.874669377791 -6.19372061911542, 106.874971029376 -6.19234469677651, 106.872696657592 -6.19206164948539, 106.871117365381 -6.19203619222377, 106.869792333377 -6.19219510968703, 106.868334245009 -6.19235703735935, 106.866984600871 -6.19249111592771, 106.865672862093 -6.19263659416443, 106.863939710444 -6.193026031321, 106.862365921282 -6.19363711293467, 106.860498384774 -6.19485767163236, 106.858447819315 -6.19624764500945, 106.857979307532 -6.19653078616621, 106.855272943099 -6.19841081080009, 106.853645620502 -6.19969662916361, 106.85116013023 -6.20176324914579, 106.85143019276 -6.20229919677654, 106.851586051458 -6.20244746777832, 106.851817091861 -6.20233774879432, 106.85207321297 -6.20216070525328, 106.85241279351 -6.20197114503964, 106.852586636827 -6.20185789473032, 106.85273180192 -6.20181577517171, 106.852901502475 -6.20184370230053, 106.853330562666 -6.20199195657436, 106.854076674497 -6.20221305632409, 106.854374167873 -6.20225877106952, 106.854857335942 -6.20233307657094, 106.855056894424 -6.20236871162893, 106.855374555614 -6.20247775759959, 106.855517718656 -6.20268246327091, 106.855721843389 -6.20327231609301, 106.85579281481 -6.20363963247667, 106.855814064101 -6.20421090485087, 106.855760493869 -6.20462120578497, 106.855565443184 -6.20511494646904, 106.855265929176 -6.20571168879885, 106.854876891806 -6.20616343623102, 106.854482266127 -6.20644787040191, 106.85376892296 -6.20672873219741, 106.853437850954 -6.20673663365069, 106.853140246781 -6.20651242029581, 106.852878688299 -6.20615413773448, 106.852585337781 -6.20601712582332, 106.852351775007 -6.20601018111593, 106.851723107916 -6.20605009611425, 106.85118801756 -6.20601132508539, 106.850838142383 -6.20590492221543, 106.850220818819 -6.20558454351767, 106.849844982731 -6.20574664187162, 106.849505416004 -6.20616976742325, 106.849163837512 -6.20743888815022, 106.849774124359 -6.20784069544939, 106.850086416117 -6.2080092520381, 106.850896944842 -6.20874925167689, 106.851332400614 -6.20906421700162, 106.851541644688 -6.20913120941125, 106.852184599171 -6.20926476202446, 106.852682632889 -6.20941196285605, 106.853352762712 -6.20991432107486, 106.853646223571 -6.21014750517353, 106.854523376852 -6.21112785982501, 106.855356140905 -6.2113904345294, 106.856581007671 -6.21171570513997, 106.856866673848 -6.21173356130095, 106.857245789061 -6.21192418971892, 106.857796222722 -6.21243241030795, 106.858217425986 -6.21297063879395, 106.858362330618 -6.21332279963669, 106.858310810671 -6.21361867090959, 106.858250993516 -6.21369552973749, 106.858110241032 -6.21377949080538, 106.857698582117 -6.21371305792202, 106.857458167011 -6.2138851219917, 106.857256884848 -6.21405705468797, 106.856863199402 -6.2146716577501, 106.856856503215 -6.21470811814391, 106.856606834729 -6.21512143286856, 106.856379952109 -6.2160495444768, 106.856346086399 -6.21640471052917, 106.856552716548 -6.216754339896, 106.856859590651 -6.21710881693224, 106.857230941968 -6.21750517567086, 106.857554335061 -6.21760325390576, 106.857910002209 -6.21743838601355, 106.858020357664 -6.2169808878585, 106.858198910721 -6.21668132303981, 106.858549464705 -6.21624203135888, 106.858636641929 -6.21620699346644, 106.858889420363 -6.21628253739469, 106.859100946632 -6.21641963160365, 106.859743240749 -6.21701498817363, 106.860017211852 -6.21719748537556, 106.860449325415 -6.21722844744129, 106.8608088533 -6.21714103420986, 106.860808749519 -6.21713048091754, 106.861904469989 -6.21650107094746, 106.862868309446 -6.21604589748714, 106.863181619933 -6.21583362453479, 106.86338208475 -6.2159867499203, 106.863657616732 -6.2161647112704, 106.863694416919 -6.21647585424081, 106.86343927962 -6.21690905716559, 106.863030966208 -6.21717496767771, 106.862414340981 -6.21765943690779, 106.862275206565 -6.21786193067984, 106.861947641574 -6.218469448163, 106.861399060504 -6.21915568408665, 106.861003385976 -6.21970636566757, 106.860706730681 -6.22041699461538, 106.860461776496 -6.22076616918901, 106.860239690517 -6.22113772467699, 106.860268189704 -6.22140345930629, 106.860474400308 -6.22147916401153, 106.860974868919 -6.2215895395893, 106.861448403868 -6.22152729199189, 106.861610222436 -6.22138128189062, 106.86161743223 -6.22137092733796, 106.861724530195 -6.22103332480072, 106.861724559755 -6.22102635304934, 106.861622974831 -6.22070529820025, 106.861503756451 -6.22048888065785, 106.8614477118 -6.22024099401814, 106.861528264498 -6.21998859178488, 106.861814438341 -6.21976839301679, 106.862060271649 -6.21968459324475, 106.862438023087 -6.21964336700682, 106.862773098884 -6.21966714336635, 106.862976570961 -6.219730025587, 106.863213292878 -6.21998200887492, 106.86328972797 -6.22021906316402, 106.863576437141 -6.22095231911464, 106.86393627917 -6.22153651247708, 106.864411151979 -6.22214409574046, 106.86510950164 -6.2229253034313, 106.865502773135 -6.22348539349181, 106.865620836515 -6.2237483860757, 106.865506733772 -6.22428766578501, 106.865384743362 -6.22460626480354, 106.8653810273 -6.22465125517706, 106.865315579297 -6.22488278321751, 106.86402837009 -6.22522568069129, 106.864308965546 -6.22593427944543, 106.864845729679 -6.22677204139791, 106.864951219638 -6.22732898156574, 106.864965309417 -6.22843970423254, 106.864922846865 -6.22897078706677, 106.864453347663 -6.22952035492313, 106.863894283611 -6.23002456156439, 106.863653623075 -6.23030934050236, 106.86355538701 -6.23080406811446, 106.863593912938 -6.23127963471408, 106.863919896338 -6.23150615157435, 106.864674050631 -6.23192840934217, 106.865135115142 -6.23229821915541, 106.865655284542 -6.23296092509732, 106.866284613821 -6.23386334180709, 106.866443898507 -6.23450295782444, 106.866387372356 -6.23480814550228, 106.866159772345 -6.23492478517493, 106.86566309903 -6.23505162152481, 106.865519303551 -6.23518081627698, 106.865743229765 -6.2357832607189, 106.866091568347 -6.23634752147835, 106.866548546774 -6.23725929142314, 106.866752685405 -6.23779935883923, 106.866902312672 -6.23832986407227, 106.866919732177 -6.23872450386249, 106.866777103581 -6.23912535088841, 106.866502278535 -6.23928835778089, 106.866317185277 -6.23917546142689, 106.865816661544 -6.23842457881005, 106.865579997466 -6.23783589683442, 106.865406402302 -6.23736041792028, 106.865347417855 -6.23697218092527, 106.865015956824 -6.23679183426767, 106.864295497925 -6.2369898046996, 106.863744328437 -6.23733132064185, 106.863347552057 -6.23802065163736, 106.862895958671 -6.23964022490534, 106.862668955772 -6.24094397253505, 106.862669112964 -6.24165329090181, 106.862590955646 -6.24292208668511))",ASR 9010,CISCO,PE-D2-JT2-VPN,"2","4700740-79528 VPNIP MITRA PINASTHIKA MUSTIKA",PE-D2-JT2-VPN,GigabitEthernet0/0/0/0.2555,Mitra_Pinasthika,"172.17.62.253/30",noshutdown,TRUNK_PE-D2-JT2-VPN/Gi0/0/0/0_TO_ME9-D2-JT/3/1/31_1G,ME9-D2-JT,,,"1963333872",VPNIP MITRA PINASTHIKA MUSTIKA_4700740-79528,"",ME-D2-CSR,lag-101,lag-101:2555,"2555",,"172.24.206.137",GPON00-D2-CSR-3,"","",,"3/1/31:2555","",AKSES_ME-D2-CSR_LAG-101_TO_GPON00-D2-CSR-3_172.24.206.137
JTN,JATINEGARA,JAKTIM,106.8738500,-6.2208100,"POLYGON ((106.862590955646 -6.24292208668511, 106.863428381257 -6.2429286711455, 106.864910856821 -6.24311198364719, 106.866709428962 -6.24359753058809, 106.868307782384 -6.24412758938698, 106.869544283098 -6.24457490943097, 106.870827605984 -6.24525990023934, 106.872460811737 -6.24579854817894, 106.874099426189 -6.24616558938206, 106.875304432625 -6.24642219680894, 106.878078947221 -6.24707310749169, 106.879997508361 -6.24745637705578, 106.881808435911 -6.2475195599078, 106.8835030395 -6.24747425511847, 106.884963458968 -6.2471562758927, 106.885587363813 -6.24693157034589, 106.885667746279 -6.24641022810149, 106.885874082472 -6.24510846161129, 106.885903894244 -6.24492427534011, 106.886091491323 -6.24464045400885, 106.88625328431 -6.24421828085955, 106.886423780513 -6.24377414000084, 106.886736672229 -6.24364769985016, 106.88697913643 -6.2433457691597, 106.887089654475 -6.24309001763743, 106.887126307968 -6.24286145569377, 106.887227630837 -6.24205542002432, 106.887252907997 -6.24175750255932, 106.887273435229 -6.24150741297817, 106.887305231234 -6.24114630461319, 106.887935849521 -6.24114572800163, 106.88798967878 -6.24042272527385, 106.888016817282 -6.23994303911331, 106.888038935857 -6.23955008174193, 106.889908982622 -6.23953368621382, 106.891900286387 -6.23960832739969, 106.891951847432 -6.23945601426925, 106.892002680368 -6.23930508555207, 106.892022672022 -6.23911775828429, 106.892060930915 -6.23903472563611, 106.892101463886 -6.23894742735609, 106.892138149294 -6.23884457505396, 106.89228599823 -6.23838281842624, 106.892294289178 -6.23835617965177, 106.892213417397 -6.23802513150183, 106.89227386396 -6.23710969737897, 106.892308098089 -6.23660728351003, 106.892343184221 -6.2361556816021, 106.892363887284 -6.23589365233756, 106.892249345081 -6.23545024608969, 106.892108959012 -6.2349081592006, 106.89206126435 -6.23450451313638, 106.892042224085 -6.23444882655262, 106.891984131416 -6.23428122800946, 106.891769072531 -6.23366205495456, 106.891676839752 -6.23339655874848, 106.89131349006 -6.23240225141433, 106.890868589361 -6.23193854787602, 106.890772679763 -6.231838519069, 106.890718931095 -6.23178236840517, 106.890687323868 -6.23174354729113, 106.89031422228 -6.23128744377175, 106.890073077246 -6.23112816953249, 106.89007600509 -6.23069351519277, 106.889967317941 -6.23025211762237, 106.889984574255 -6.23015515954143, 106.890060149568 -6.22970830047603, 106.890070359403 -6.2296490286071, 106.890091887494 -6.22952209835761, 106.890128244935 -6.22934933626186, 106.890175188511 -6.2291274166155, 106.890287948581 -6.22908649311025, 106.890318250672 -6.22907574813546, 106.890345772832 -6.22906559507784, 106.890349245374 -6.22906459172246, 106.890424680036 -6.22902407700254, 106.890488099553 -6.22898987164109, 106.890524783917 -6.22897060164578, 106.890619786741 -6.22890409625095, 106.890876511403 -6.22872443697766, 106.891058045716 -6.2286807277947, 106.891188590974 -6.22861131262112, 106.89133762909 -6.22860332297964, 106.891378272009 -6.22860092241284, 106.891481197261 -6.22850274735951, 106.891567364032 -6.22842052298659, 106.891660869835 -6.22833115026695, 106.891500728602 -6.22816522697073, 106.891482811028 -6.22814691244896, 106.891468703981 -6.2281312137052, 106.891369440236 -6.22801732862133, 106.891321249226 -6.22796213854582, 106.891361484666 -6.227672252132, 106.891428562313 -6.22732427625224, 106.891862182853 -6.22685258748198, 106.891984740779 -6.22675489279438, 106.892169434292 -6.22656796936225, 106.892424742799 -6.22615406455569, 106.892658771051 -6.2258722686498, 106.89275149238 -6.22576096940496, 106.89275991954 -6.22575119812918, 106.89301977852 -6.22549960120136, 106.893077246864 -6.22544363724075, 106.893213700622 -6.22494812800492, 106.893337579657 -6.22462830277318, 106.893355658504 -6.22431456120447, 106.893391203164 -6.22396487061947, 106.893484261138 -6.22354172084164, 106.893528719316 -6.22334387731971, 106.893557438966 -6.22321164444977, 106.893630324208 -6.22274411665547, 106.893934495617 -6.22232781141321, 106.894102297182 -6.22211913763508, 106.894218578489 -6.2219733216701, 106.89470334772 -6.2217063781887, 106.894830682864 -6.22163440044094, 106.894961646444 -6.22158714891542, 106.895137615633 -6.22152344961977, 106.8956508733 -6.22133788270697, 106.895677728636 -6.22127055615583, 106.895728279395 -6.2211438761337, 106.895903436536 -6.2206292053671, 106.896040238023 -6.22021824959, 106.896089055533 -6.2198930625939, 106.896103115418 -6.2195757865066, 106.89605321884 -6.21941256556676, 106.895946654808 -6.21927690053231, 106.895884932837 -6.21902206981562, 106.895856392433 -6.21887169183064, 106.895787922558 -6.21879135066613, 106.895579787133 -6.2186584083589, 106.895359788522 -6.21857087888177, 106.895210266434 -6.21851958138467, 106.895143947708 -6.21849702239221, 106.895054462663 -6.2184210942759, 106.895007606163 -6.21826966186367, 106.89499001415 -6.21795724533595, 106.895018786098 -6.21773594195086, 106.895149807291 -6.21745185686759, 106.895211197193 -6.21706130246753, 106.89532763887 -6.21695795206302, 106.895426617377 -6.21690527536879, 106.895511708018 -6.21691747217722, 106.895707675476 -6.21700363474075, 106.895878411479 -6.21697527339138, 106.895921282646 -6.21650740708475, 106.895994611304 -6.21638647788228, 106.896059863558 -6.2162200346665, 106.896169573203 -6.21593977415159, 106.896109087303 -6.21574788931648, 106.896046540335 -6.21568928849578, 106.895923473616 -6.21542121822028, 106.895746566762 -6.21331342099541, 106.891270423382 -6.21333055638325, 106.890779133982 -6.21336900651629, 106.889795735386 -6.2135415893671, 106.888493169185 -6.21396377243005, 106.887408811585 -6.21430304027291, 106.886346968463 -6.21437997095635, 106.883853771243 -6.21452746735463, 106.88102815578 -6.21468412501857, 106.878994855889 -6.21480622954394, 106.876992204322 -6.21493803347489, 106.875471075185 -6.21508167386624, 106.873872926386 -6.21510654691375, 106.873766005894 -6.21030898118598, 106.873622905677 -6.20555346163841, 106.873136265892 -6.20301443491048, 106.87312320625 -6.20192742437375, 106.873470669641 -6.19984008801813, 106.874118597493 -6.19685382738275, 106.874669377791 -6.19372061911542, 106.874971029376 -6.19234469677651, 106.872696657592 -6.19206164948539, 106.871117365381 -6.19203619222377, 106.869792333377 -6.19219510968703, 106.868334245009 -6.19235703735935, 106.866984600871 -6.19249111592771, 106.865672862093 -6.19263659416443, 106.863939710444 -6.193026031321, 106.862365921282 -6.19363711293467, 106.860498384774 -6.19485767163236, 106.858447819315 -6.19624764500945, 106.857979307532 -6.19653078616621, 106.855272943099 -6.19841081080009, 106.853645620502 -6.19969662916361, 106.85116013023 -6.20176324914579, 106.85143019276 -6.20229919677654, 106.851586051458 -6.20244746777832, 106.851817091861 -6.20233774879432, 106.85207321297 -6.20216070525328, 106.85241279351 -6.20197114503964, 106.852586636827 -6.20185789473032, 106.85273180192 -6.20181577517171, 106.852901502475 -6.20184370230053, 106.853330562666 -6.20199195657436, 106.854076674497 -6.20221305632409, 106.854374167873 -6.20225877106952, 106.854857335942 -6.20233307657094, 106.855056894424 -6.20236871162893, 106.855374555614 -6.20247775759959, 106.855517718656 -6.20268246327091, 106.855721843389 -6.20327231609301, 106.85579281481 -6.20363963247667, 106.855814064101 -6.20421090485087, 106.855760493869 -6.20462120578497, 106.855565443184 -6.20511494646904, 106.855265929176 -6.20571168879885, 106.854876891806 -6.20616343623102, 106.854482266127 -6.20644787040191, 106.85376892296 -6.20672873219741, 106.853437850954 -6.20673663365069, 106.853140246781 -6.20651242029581, 106.852878688299 -6.20615413773448, 106.852585337781 -6.20601712582332, 106.852351775007 -6.20601018111593, 106.851723107916 -6.20605009611425, 106.85118801756 -6.20601132508539, 106.850838142383 -6.20590492221543, 106.850220818819 -6.20558454351767, 106.849844982731 -6.20574664187162, 106.849505416004 -6.20616976742325, 106.849163837512 -6.20743888815022, 106.849774124359 -6.20784069544939, 106.850086416117 -6.2080092520381, 106.850896944842 -6.20874925167689, 106.851332400614 -6.20906421700162, 106.851541644688 -6.20913120941125, 106.852184599171 -6.20926476202446, 106.852682632889 -6.20941196285605, 106.853352762712 -6.20991432107486, 106.853646223571 -6.21014750517353, 106.854523376852 -6.21112785982501, 106.855356140905 -6.2113904345294, 106.856581007671 -6.21171570513997, 106.856866673848 -6.21173356130095, 106.857245789061 -6.21192418971892, 106.857796222722 -6.21243241030795, 106.858217425986 -6.21297063879395, 106.858362330618 -6.21332279963669, 106.858310810671 -6.21361867090959, 106.858250993516 -6.21369552973749, 106.858110241032 -6.21377949080538, 106.857698582117 -6.21371305792202, 106.857458167011 -6.2138851219917, 106.857256884848 -6.21405705468797, 106.856863199402 -6.2146716577501, 106.856856503215 -6.21470811814391, 106.856606834729 -6.21512143286856, 106.856379952109 -6.2160495444768, 106.856346086399 -6.21640471052917, 106.856552716548 -6.216754339896, 106.856859590651 -6.21710881693224, 106.857230941968 -6.21750517567086, 106.857554335061 -6.21760325390576, 106.857910002209 -6.21743838601355, 106.858020357664 -6.2169808878585, 106.858198910721 -6.21668132303981, 106.858549464705 -6.21624203135888, 106.858636641929 -6.21620699346644, 106.858889420363 -6.21628253739469, 106.859100946632 -6.21641963160365, 106.859743240749 -6.21701498817363, 106.860017211852 -6.21719748537556, 106.860449325415 -6.21722844744129, 106.8608088533 -6.21714103420986, 106.860808749519 -6.21713048091754, 106.861904469989 -6.21650107094746, 106.862868309446 -6.21604589748714, 106.863181619933 -6.21583362453479, 106.86338208475 -6.2159867499203, 106.863657616732 -6.2161647112704, 106.863694416919 -6.21647585424081, 106.86343927962 -6.21690905716559, 106.863030966208 -6.21717496767771, 106.862414340981 -6.21765943690779, 106.862275206565 -6.21786193067984, 106.861947641574 -6.218469448163, 106.861399060504 -6.21915568408665, 106.861003385976 -6.21970636566757, 106.860706730681 -6.22041699461538, 106.860461776496 -6.22076616918901, 106.860239690517 -6.22113772467699, 106.860268189704 -6.22140345930629, 106.860474400308 -6.22147916401153, 106.860974868919 -6.2215895395893, 106.861448403868 -6.22152729199189, 106.861610222436 -6.22138128189062, 106.86161743223 -6.22137092733796, 106.861724530195 -6.22103332480072, 106.861724559755 -6.22102635304934, 106.861622974831 -6.22070529820025, 106.861503756451 -6.22048888065785, 106.8614477118 -6.22024099401814, 106.861528264498 -6.21998859178488, 106.861814438341 -6.21976839301679, 106.862060271649 -6.21968459324475, 106.862438023087 -6.21964336700682, 106.862773098884 -6.21966714336635, 106.862976570961 -6.219730025587, 106.863213292878 -6.21998200887492, 106.86328972797 -6.22021906316402, 106.863576437141 -6.22095231911464, 106.86393627917 -6.22153651247708, 106.864411151979 -6.22214409574046, 106.86510950164 -6.2229253034313, 106.865502773135 -6.22348539349181, 106.865620836515 -6.2237483860757, 106.865506733772 -6.22428766578501, 106.865384743362 -6.22460626480354, 106.8653810273 -6.22465125517706, 106.865315579297 -6.22488278321751, 106.86402837009 -6.22522568069129, 106.864308965546 -6.22593427944543, 106.864845729679 -6.22677204139791, 106.864951219638 -6.22732898156574, 106.864965309417 -6.22843970423254, 106.864922846865 -6.22897078706677, 106.864453347663 -6.22952035492313, 106.863894283611 -6.23002456156439, 106.863653623075 -6.23030934050236, 106.86355538701 -6.23080406811446, 106.863593912938 -6.23127963471408, 106.863919896338 -6.23150615157435, 106.864674050631 -6.23192840934217, 106.865135115142 -6.23229821915541, 106.865655284542 -6.23296092509732, 106.866284613821 -6.23386334180709, 106.866443898507 -6.23450295782444, 106.866387372356 -6.23480814550228, 106.866159772345 -6.23492478517493, 106.86566309903 -6.23505162152481, 106.865519303551 -6.23518081627698, 106.865743229765 -6.2357832607189, 106.866091568347 -6.23634752147835, 106.866548546774 -6.23725929142314, 106.866752685405 -6.23779935883923, 106.866902312672 -6.23832986407227, 106.866919732177 -6.23872450386249, 106.866777103581 -6.23912535088841, 106.866502278535 -6.23928835778089, 106.866317185277 -6.23917546142689, 106.865816661544 -6.23842457881005, 106.865579997466 -6.23783589683442, 106.865406402302 -6.23736041792028, 106.865347417855 -6.23697218092527, 106.865015956824 -6.23679183426767, 106.864295497925 -6.2369898046996, 106.863744328437 -6.23733132064185, 106.863347552057 -6.23802065163736, 106.862895958671 -6.23964022490534, 106.862668955772 -6.24094397253505, 106.862669112964 -6.24165329090181, 106.862590955646 -6.24292208668511))",ASR 9010,CISCO,PE-D2-JT2-VPN,"2","4700074-27595 VPNIP BANK BRI BNP2TKI CIRACAS CID:17973 FAI:22540  (SUSPEND BY C.Tel.79/TK 000/DCS-A0300000/2023)",PE-D2-JT2-VPN,GigabitEthernet0/0/0/0.3001,V2676:Bank_Rakyat_Indones,"100.212.111.1/30",shutdown,TRUNK_PE-D2-JT2-VPN/Gi0/0/0/0_TO_ME9-D2-JT/3/1/31_1G,ME9-D2-JT,,,"1953303001",VPNIP BANK BRI BNP2TKI CIRACAS CID:17973 FAI:22540,"",ME2-D2-GAN,"8/2/c5/1","8/2/c5/1:3001","3001",,"172.24.196.231",GPON25-D2-GAN-3,"","",,"3/1/31:3001","",AKSES_TO_GPON25-D2-GAN-3_172.24.196.231
